id,country,area,well_name,field,block,state,latitude,longitude,northing,easting,northingWGS84,eastingWGS84,well_type,location,total_depth,result,rt_elevation,water_depth,ss_wellhead,platform,slot,spheroid,epsg_code,drilling_contractor_id,license_id,operator_id,region_id,rig_id,onhire_date,release_date,spud_date,total_days
4,Tunisia,Tunisia,"Cercina 6A Sidetrack",Cercina,"Kerkennah West","Gulf of Gabes",34.7370277936723,11.0900277802613,NULL,NULL,NULL,NULL,Development,Offshore,1489.9,NULL,11.9,3.4,0,NULL,NULL,NULL,NULL,15,NULL,21,-1572552129,36,NULL,NULL,NULL,NULL
5,Tunisia,Tunisia,"Gharbi 1",Wildcat,"Kerkennah West","Gulf of Gabes",34.57480555555556,10.927416666666666,3827580.169,676796.872,3827580.169,676796.872,Exploration,Offshore,2859,NULL,12.5,3,0,NULL,NULL,WGS-84,NULL,15,NULL,21,-1572552129,36,NULL,NULL,"1993-11-27 12:00:00.000000",82
7,Tunisia,Miskar,"Miskar A-11",Miskar,Amilcar,"Gulf of Gabes",34.3436944543786,11.8859166587194,NULL,NULL,NULL,NULL,Development,Offshore,0,NULL,31.1,61.9,0,NULL,NULL,NULL,NULL,54,NULL,21,-1572552129,52,NULL,NULL,"1994-03-31 12:00:00.000000",115
8,Tunisia,Miskar,"Miskar A-3",Miskar,Amilcar,"Gulf of Gabes",34.3761758333333,11.8694658333333,3807599,763855,NULL,NULL,Development,Offshore,3880.1,NULL,31,62,0,NULL,NULL,WGS-84,NULL,54,NULL,21,-1572552129,52,NULL,NULL,"1993-07-23 12:00:00.000000",42
9,Tunisia,Miskar,"Miskar A-4",Miskar,Amilcar,"Gulf of Gabes",34.3947222142749,11.8717500079473,NULL,NULL,NULL,NULL,Development,Offshore,4262.9,NULL,31,62,0,NULL,NULL,NULL,NULL,54,NULL,21,-1572552129,52,NULL,NULL,"1993-10-05 12:00:00.000000",40
10,Tunisia,Miskar,"Miskar A-5",Miskar,Amilcar,"Gulf of Gabes",34.3554999940395,11.8839999920527,NULL,NULL,NULL,NULL,Development,Offshore,4729,NULL,31,62,0,NULL,NULL,NULL,NULL,54,NULL,21,-1572552129,52,NULL,NULL,"1993-11-16 12:00:00.000000",49
11,Tunisia,Miskar,"Miskar A-6",Miskar,Amilcar,"Gulf of Gabes",34.4031666726271,11.8924722142749,NULL,NULL,NULL,NULL,Development,Offshore,5464.1,NULL,31,62,0,NULL,NULL,NULL,NULL,54,NULL,21,-1572552129,52,NULL,NULL,"1994-01-04 12:00:00.000000",85
12,Tunisia,Miskar,"Miskar A-7",Miskar,Amilcar,"Gulf of Gabes",34.3762194444444,11.8695119444444,3807604,763860,NULL,NULL,Development,Offshore,4008.1,"Gas & Condensate",31.1,61.9,1,NULL,NULL,WGS-84,NULL,54,NULL,21,-1572552129,52,NULL,NULL,"1994-07-28 01:00:00.000000",41
60,Tunisia,Tunisia,"Zarat 1",Zarat,Zarat,"Gulf of Gabes",34.0762222222222,12.0466388906274,3774545,227462,NULL,NULL,Exploration,Offshore,3000.1,NULL,26.5,90.5,0,NULL,NULL,WGS-84,NULL,27,NULL,51,-1572552129,62,NULL,NULL,"1992-03-21 12:00:00.000000",61
61,Tunisia,"Gulf of Gabes","Zarat 2",Zarat,Zarat,"Gulf of Gabes",34.0672777777778,12.0346944444444,3773585,226331,NULL,NULL,Appraisal,Offshore,2849.9,NULL,27.7,91.1,0,NULL,NULL,WGS-84,NULL,61,NULL,51,-1572552129,58,NULL,NULL,"1995-02-09 12:00:00.000000",NULL
62,Tunisia,Tunisia,"Elyssa 2",NULL,Zarat,"Gulf of Gabes",33.6894722261959,11.7605833333333,3731147,755896,NULL,NULL,Exploration,Offshore,3518,NULL,27.7,48.2,0,NULL,NULL,WGS-84,NULL,27,NULL,51,-1572552129,62,NULL,NULL,"1992-07-03 12:00:00.000000",89
63,Tunisia,Tunisia,"Belli Abiod #1",Belli,Grombalia,Onshore,0,0,NULL,NULL,NULL,NULL,Exploration,Land,5514.1,NULL,6.9,-5.5,0,NULL,NULL,NULL,NULL,NULL,NULL,49,-1572552129,NULL,NULL,NULL,"1994-10-10 12:00:00.000000",NULL
65,Tunisia,Tunisia,"Belli 6",Belli,Grombalia,Onshore,NULL,NULL,NULL,NULL,NULL,NULL,Development,Land,0,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,49,-1572552129,NULL,NULL,NULL,"1993-05-05 12:00:00.000000",NULL
76,Tunisia,Tunisia,"Sidi Djedidi 1",Wildcat,Grombalia,Onshore,0,0,NULL,NULL,NULL,NULL,Exploration,Land,0,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,49,-1572552129,NULL,NULL,NULL,NULL,NULL
77,Australia,Australia,"Naga 1",Wildcat,"ZOCA 91-11","Timor Gap",-10.6400555476083,126.871555563503,NULL,NULL,NULL,NULL,Exploration,Offshore,0,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,50,-46540563,NULL,NULL,NULL,"1993-02-28 12:00:00.000000",NULL
78,Australia,Australia,"Basilisk 1",Wildcat,"ZOCA 91-10","Timor Gap",-10.8040000119209,127.298249998013,NULL,NULL,NULL,NULL,Exploration,Offshore,0,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,50,-46540563,NULL,NULL,NULL,"1993-01-11 12:00:00.000000",NULL
79,Australia,Australia,"Basilisk 1A",Wildcat,"ZOCA 91-10","Timor Gap",-10.8040000119209,127.298249998013,NULL,NULL,NULL,NULL,Exploration,Offshore,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,50,-46540563,NULL,NULL,NULL,"1993-01-23 12:00:00.000000",NULL
80,Tunisia,Tunisia,"Chergui 1",Chergui,"Kerkennah West",NULL,34.75,11.1833333333333,3847491,699854,NULL,NULL,Exploration,Land,0,NULL,5.2,0,0,NULL,NULL,WGS-84,NULL,38,NULL,21,-1572552129,NULL,NULL,NULL,NULL,NULL
81,Tunisia,Tunisia,"Cercina 11",Cercina,"Kerkennah West","Gulf of Gabes",34.7012499880791,11.0775555590325,3841878,690282,NULL,NULL,Exploration,Offshore,1530.1,NULL,11.6,3.4,0,NULL,NULL,WGS-84,NULL,15,NULL,21,-1572552129,36,NULL,NULL,"1994-03-10 12:00:00.000000",20
82,Tunisia,"Gulf of Gabes","Hasdrubal 2",Hasdrubal,Amilcar,"Gulf of Gabes",34.1501388948494,11.6060278016196,3781872,740268,NULL,NULL,Delineation,Offshore,3000.1,NULL,31.1,0,0,NULL,NULL,WGS-84,NULL,54,NULL,21,-1572552129,52,NULL,NULL,"1994-10-16 12:00:00.000000",NULL
85,Tunisia,Tunisia,"Zelfa 1",Wildcat,"Cap Bon Marin",NULL,36.3372222321563,10.9486111150848,4023115,674883,NULL,NULL,Exploration,Offshore,3100.1,NULL,29.9,57.3,0,NULL,NULL,WGS-84,NULL,61,NULL,75,-1572552129,58,NULL,NULL,"1994-11-15 12:00:00.000000",61
86,Tunisia,Tunisia,"Cercina 10",Cercina,"Kerkennah West","Gulf of Gabes",34.7202777499623,11.0499166684051,3843937,687707,NULL,NULL,Development,Offshore,1530.1,NULL,0,0,0,NULL,NULL,WGS-84,NULL,15,NULL,21,-1572552129,36,NULL,NULL,"1993-07-01 12:00:00.000000",17
87,Tunisia,Tunisia,"Cercina 6A",Cercina,"Kerkennah West","Gulf of Gabes",34.7363333492279,11.0903888913724,3845794,691376,NULL,NULL,Development,Offshore,1520,NULL,11.9,3.4,0,NULL,NULL,WGS-84,NULL,15,NULL,21,-1572552129,36,NULL,NULL,"1993-03-18 12:00:00.000000",19
88,Tunisia,Tunisia,"Chergui 2",Chergui,"Kerkennah West",NULL,34.7118610991902,11.2250833353202,3843344,703770,NULL,NULL,Exploration,Land,2360.1,NULL,5.2,-3.5,0,NULL,NULL,WGS-84,NULL,38,NULL,21,-1572552129,NULL,NULL,NULL,NULL,67
89,Tunisia,Tunisia,"Cercina 7A",Cercina,"Kerkennah West","Gulf of Gabes",34.6969722261959,11.0864166691502,NULL,NULL,NULL,NULL,Development,Offshore,1520,NULL,12.8,2.4,0,NULL,NULL,NULL,NULL,15,NULL,21,-1572552129,36,NULL,NULL,NULL,20
90,Tunisia,Tunisia,"Cercina 8",Cercina,"Kerkennah West","Gulf of Gabes",34.7168888610734,11.1137777792679,3843682,693563,NULL,NULL,Development,Offshore,1510,NULL,12.5,2.7,0,NULL,NULL,WGS-84,NULL,15,NULL,21,-1572552129,36,NULL,NULL,NULL,16
91,Tunisia,Tunisia,"Cercina 9",Cercina,"Kerkennah West","Gulf of Gabes",34.6992222261959,11.0952222247057,3841687,691905,NULL,NULL,Development,Offshore,1530,NULL,12.8,2.5,0,NULL,NULL,WGS-84,NULL,15,NULL,21,-1572552129,36,NULL,NULL,NULL,26
92,Tunisia,Tunisia,"Cercina 7",Cercina,"Kerkennah West","Gulf of Gabes",34.6968055595292,11.0858888913724,3841401,691055,NULL,NULL,Development,Offshore,1520,NULL,0,0,0,NULL,NULL,WGS-84,NULL,15,NULL,21,-1572552129,36,NULL,NULL,"1993-04-04 12:00:00.000000",7
93,Tunisia,Tunisia,"Cercina 6",Cercina,"Kerkennah West","Gulf of Gabes",34.7369722381168,11.0905555580391,3845865,691390,NULL,NULL,Development,Offshore,600,NULL,11.9,3.3,0,NULL,NULL,WGS-84,NULL,15,NULL,21,-1572552129,36,NULL,NULL,"1993-03-11 12:00:00.000000",7
94,Tunisia,Tunisia,"Amel 1",Wildcat,"Gabes Meridional","Gulf of Gabes",34.1484444513983,11.8814722301695,3782367,765676,NULL,NULL,Exploration,Offshore,3374,NULL,29.3,78.7,0,NULL,NULL,WGS-84,NULL,21,NULL,27,-1572552129,7,NULL,NULL,"1987-07-17 12:00:00.000000",61
95,Tunisia,Tunisia,"El Nisr 1",Wildcat,"Didon - Elyssa","Gulf of Gabes",34.0112222222222,11.985694460339,3767421,775733,NULL,NULL,Exploration,Offshore,3275,NULL,27.7,88.4,0,NULL,NULL,WGS-84,NULL,NULL,NULL,66,-1572552129,NULL,NULL,NULL,"1987-10-11 12:00:00.000000",55
96,Tunisia,Tunisia,"Nimr 1",Wildcat,"Gabes Meriodional","Gulf of Gabes",34.2178888908757,11.9373888928625,3790218,770611,NULL,NULL,Exploration,Offshore,3030,NULL,28.7,79.5,0,NULL,NULL,WGS-84,NULL,54,NULL,18,-1572552129,52,NULL,NULL,"1990-07-17 12:00:00.000000",29
97,Tunisia,Tunisia,"Aliyan 1",Wildcat,Gabes,"Gulf of Gabes",33.9865555714501,11.9047499761581,3764469,768333,NULL,NULL,Exploration,Offshore,3536,NULL,23.5,85,0,NULL,NULL,WGS-84,NULL,NULL,NULL,78,-1572552129,NULL,NULL,NULL,"1977-03-27 12:00:00.000000",47
98,Malaysia,Malaysia,"Pilong 1",Wildcat,JDA,Offshore,7.20285889186912,103.083722224706,796618,288399,NULL,NULL,Exploration,Offshore,2804.2,NULL,22.9,54.9,0,NULL,NULL,WGS-72,NULL,42,NULL,33,404589627,72,NULL,NULL,"1971-02-25 12:00:00.000000",104
99,Malaysia,Malaysia,"Gajah 1",Wildcat,"PM 2",Offshore,7.01585833333333,103.113527779268,775921,291607,NULL,NULL,Exploration,Offshore,2748.1,NULL,14.6,55.8,0,NULL,NULL,WGS-84,NULL,3,NULL,46,404589627,12,NULL,NULL,"1989-11-20 12:00:00.000000",83
100,Malaysia,Malaysia,"Ular 1",Wildcat,PM-3,Offshore,7.04941666840514,103.182166671634,779603,299207,NULL,NULL,Exploration,Offshore,2114.7,NULL,22.3,54.9,0,NULL,NULL,WGS-72,NULL,6,NULL,34,404589627,NULL,NULL,NULL,"1991-05-16 12:00:00.000000",42
101,Malaysia/Thailand,Malaysia/Thailand,"Cakerawala 1",NULL,"JDA, A-18",JDA,7.17079722718928,103.099475002484,793065,290125,NULL,NULL,Exploration,Offshore,1600,NULL,73,183,0,NULL,NULL,WGS-84,NULL,NULL,NULL,24,404589627,NULL,NULL,NULL,"1995-05-09 12:00:00.000000",7
102,Malaysia/Thailand,Malaysia/Thailand,"Cakerawala 1A",NULL,"JDA, A-18",JDA,7.17079167163372,103.100258334823,793064,290211,NULL,NULL,Exploration,Offshore,9613,NULL,73,183,0,NULL,NULL,WGS-84,NULL,NULL,NULL,24,404589627,NULL,NULL,NULL,"1995-05-14 12:00:00.000000",NULL
103,China,China,KC-1,Tarim,NULL,"Xin Jiang",NULL,NULL,NULL,NULL,NULL,NULL,Exploration,Land,21325,NULL,0,0,0,NULL,NULL,NULL,NULL,79,NULL,81,NULL,NULL,NULL,NULL,"1995-01-01 12:00:00.000000",NULL
144,"New Zealand","New Zealand","Arawa 1",NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,Wildcat,Offshore,3055,NULL,149,139,0,NULL,NULL,NULL,NULL,41,NULL,8,256198030,18,NULL,NULL,"1991-08-12 12:00:00.000000",NULL
145,"New Zealand","New Zealand","Ariki 1",NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,Wildcat,Offshore,4822,NULL,0,153,0,NULL,NULL,NULL,NULL,64,NULL,76,256198030,112,NULL,NULL,"1983-09-12 12:00:00.000000",NULL
146,"New Zealand","New Zealand","Awakino 1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Wildcat,Offshore,2900,NULL,0,40,0,NULL,NULL,NULL,NULL,9,NULL,69,256198030,21,NULL,NULL,"1985-02-22 12:00:00.000000",NULL
147,"New Zealand","New Zealand","Kahawai 1",NULL,"PPL 38451",Offshore,-38.3039194563654,174.247169445438,5756807,259277,NULL,NULL,Exploration,Offshore,3449,NULL,32,87.1,0,NULL,NULL,International,NULL,30,NULL,80,256198030,54,NULL,NULL,"1990-11-24 12:00:00.000000",36
148,"New Zealand","New Zealand","Kea 1","Taranaki Offshore",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Wildcat,Offshore,3135,NULL,0,104,0,NULL,NULL,NULL,NULL,9,NULL,91,256198030,21,NULL,NULL,"1984-12-15 12:00:00.000000",NULL
149,"New Zealand","New Zealand","Kiwa 1","Taranaki Offshore",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Wildcat,Offshore,3858,NULL,173.7,162.4,0,NULL,NULL,NULL,NULL,64,NULL,76,256198030,110,NULL,NULL,"1981-04-28 12:00:00.000000",NULL
150,"New Zealand","New Zealand","Kora 1","Taranaki Offshore","PPL 38447",Offshore,-38.3831300079473,173.859330023842,5746932,225654,NULL,NULL,Exploration,Offshore,3421,NULL,26.8,122.9,0,NULL,NULL,International,NULL,78,NULL,8,256198030,8,NULL,NULL,"1987-11-10 12:00:00.000000",39
151,"New Zealand","New Zealand","Kora 2","Taranaki Offshore","PPL 38447",Offshore,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Offshore,1656,NULL,158,129,0,NULL,NULL,NULL,NULL,NULL,NULL,8,256198030,NULL,NULL,NULL,"1988-03-06 12:00:00.000000",NULL
152,"New Zealand","New Zealand","Kora 3","Taranaki Offshore","PPL 38447",Offshore,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Offshore,6345,NULL,149,124,0,NULL,NULL,NULL,NULL,NULL,NULL,8,256198030,NULL,NULL,NULL,"1988-02-07 12:00:00.000000",NULL
153,"New Zealand","New Zealand","Kora 4","Taranaki Offshore","PPL 38447",Offshore,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Offshore,3500,NULL,0,133,0,NULL,NULL,NULL,NULL,NULL,NULL,8,256198030,NULL,NULL,NULL,"1988-04-08 12:00:00.000000",NULL
154,"New Zealand","New Zealand","Kupe South 1","Taranaki Offshore","PML 38146",NULL,NULL,NULL,NULL,NULL,NULL,NULL,Wildcat,Offshore,3503,NULL,70,37,0,NULL,NULL,NULL,NULL,30,NULL,53,256198030,54,NULL,NULL,"1986-10-30 12:00:00.000000",NULL
155,"New Zealand","New Zealand","Kupe South 2","Taranaki Offshore","PML 38146",NULL,NULL,NULL,NULL,NULL,NULL,NULL,Wildcat,Offshore,3250,NULL,0,37,0,NULL,NULL,NULL,NULL,30,NULL,84,256198030,54,NULL,NULL,"1987-07-04 12:00:00.000000",NULL
156,"New Zealand","New Zealand","Kupe South 3","Taranaki Offshore",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Wildcat,Offshore,0,NULL,0,0,0,NULL,NULL,NULL,NULL,30,NULL,84,256198030,54,NULL,NULL,"1987-08-12 12:00:00.000000",NULL
157,"New Zealand","New Zealand","Kupe South 4","Taranaki Offshore","PML 38146",NULL,NULL,NULL,NULL,NULL,NULL,NULL,Wildcat,Offshore,0,NULL,0,0,0,NULL,NULL,NULL,NULL,30,NULL,84,256198030,54,NULL,NULL,"1989-01-16 12:00:00.000000",NULL
158,"New Zealand","New Zealand","Kupe South 5","Taranaki Offshore",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Wildcat,Offshore,3200,NULL,0,42,0,NULL,NULL,NULL,NULL,30,NULL,84,256198030,54,NULL,NULL,"1990-09-20 12:00:00.000000",NULL
159,"New Zealand","New Zealand","Mangaa 1","Taranaki Offshore","PEP 38458",Offshore,-38.1866666706403,174.170000004967,5769689,252141,NULL,NULL,Wildcat,Offshore,3553,NULL,34.1,91.4,0,NULL,NULL,WGS-72,NULL,64,NULL,39,256198030,108,NULL,NULL,"1970-03-31 12:00:00.000000",35
160,"New Zealand","New Zealand","Maui 1","Taranaki Offshore",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Wildcat,Offshore,3510,NULL,0,110.6,0,NULL,NULL,NULL,NULL,14,NULL,76,256198030,NULL,NULL,NULL,"1969-01-27 12:00:00.000000",NULL
161,"New Zealand","New Zealand","Maui 5",MAUI,PML1012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Wildcat,Offshore,0,NULL,0,0,0,NULL,NULL,NULL,NULL,78,NULL,76,256198030,NULL,NULL,NULL,"1986-05-13 12:00:00.000000",NULL
162,"New Zealand","New Zealand","Maui 6",MAUI,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Wildcat,Offshore,0,NULL,0,0,0,NULL,NULL,NULL,NULL,78,NULL,76,256198030,NULL,NULL,NULL,"1986-06-07 12:00:00.000000",NULL
163,"New Zealand","New Zealand","Maui 7",MAUI,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Wildcat,Offshore,0,NULL,0,0,0,NULL,NULL,NULL,NULL,78,NULL,76,256198030,NULL,NULL,NULL,"1986-08-16 12:00:00.000000",NULL
164,"New Zealand","New Zealand","Moki 1",NULL,"PPL 38114",NULL,NULL,NULL,NULL,NULL,NULL,NULL,Wildcat,Offshore,2620,NULL,0,103,0,NULL,NULL,NULL,NULL,NULL,NULL,91,256198030,NULL,NULL,NULL,"1983-10-24 12:00:00.000000",NULL
165,"New Zealand","New Zealand","Moki 2",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Wildcat,Offshore,0,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,84,256198030,21,NULL,NULL,"1985-01-26 12:00:00.000000",NULL
166,"New Zealand","New Zealand","Motueka 1",TARANAKI,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Wildcat,Offshore,1567.2,NULL,102.1,70,0,NULL,NULL,NULL,NULL,30,NULL,48,256198030,54,NULL,NULL,"1990-03-11 12:00:00.000000",NULL
167,"New Zealand","New Zealand","North Tasman 1",NULL,"PPL 38041",NULL,NULL,NULL,NULL,NULL,NULL,NULL,Wildcat,Offshore,0,NULL,0,0,0,NULL,NULL,NULL,NULL,50,NULL,6,256198030,79,NULL,NULL,"1978-10-25 12:00:00.000000",NULL
168,"New Zealand","New Zealand","Okoki 1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Wildcat,Offshore,4250,NULL,0,39.6,0,NULL,NULL,NULL,NULL,30,NULL,84,256198030,54,NULL,NULL,"1989-10-03 12:00:00.000000",NULL
169,"New Zealand","New Zealand","Pluto 1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Wildcat,Offshore,2720,NULL,0,32,0,NULL,NULL,NULL,NULL,30,NULL,76,256198030,54,NULL,NULL,"1990-12-29 12:00:00.000000",NULL
170,"New Zealand","New Zealand","Surville 1",NULL,"PPL 38011",NULL,0,0,NULL,NULL,NULL,NULL,Wildcat,Offshore,0,NULL,0,0,0,NULL,NULL,NULL,NULL,21,NULL,6,256198030,NULL,NULL,NULL,"1976-03-03 12:00:00.000000",NULL
171,"New Zealand","New Zealand","Tahi 1",TAHI,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Wildcat,Offshore,0,NULL,0,0,0,NULL,NULL,NULL,NULL,3,NULL,69,256198030,13,NULL,NULL,"1984-01-02 12:00:00.000000",NULL
172,"New Zealand","New Zealand","Taimana 1",TARANAKI,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Wildcat,Offshore,4195,NULL,0,144,0,NULL,NULL,NULL,NULL,NULL,NULL,26,256198030,NULL,NULL,NULL,"1983-12-15 12:00:00.000000",NULL
173,"New Zealand","New Zealand","Taranga 1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Wildcat,Offshore,4251,NULL,0,136,0,NULL,NULL,NULL,NULL,64,NULL,76,256198030,116,NULL,NULL,"1992-06-04 12:00:00.000000",NULL
174,"New Zealand","New Zealand","Te Kumi 1",NULL,PPL38449,Offshore,-38.1571344504049,173.939592781751,5772253,231836,NULL,NULL,Exploration,Offshore,3824,NULL,26.8,130.8,0,NULL,NULL,International,NULL,78,NULL,4,256198030,8,NULL,NULL,"1988-03-21 12:00:00.000000",39
175,"New Zealand","New Zealand","Te Ranga 1",KAWHIA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Wildcat,Offshore,3882,NULL,0,77,0,NULL,NULL,NULL,NULL,30,NULL,76,256198030,54,NULL,NULL,"1986-08-04 12:00:00.000000",NULL
176,"New Zealand","New Zealand","Te Whatu 1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Wildcat,Offshore,3542,NULL,0,114,0,NULL,NULL,NULL,NULL,78,NULL,69,256198030,NULL,NULL,NULL,"1987-11-10 12:00:00.000000",NULL
177,"New Zealand","New Zealand","Toru 1"," TARANAKI",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Wildcat,Offshore,4150.8,NULL,0,23,0,NULL,NULL,NULL,NULL,30,NULL,84,256198030,54,NULL,NULL,"1990-12-07 12:00:00.000000",NULL
178,"New Zealand","New Zealand","Tua Tua 1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Wildcat,Offshore,3298,NULL,26.8,26.8,0,NULL,NULL,NULL,NULL,78,NULL,4,256198030,NULL,NULL,NULL,"1988-04-29 12:00:00.000000",NULL
179,"New Zealand","New Zealand","Turi 1",NULL,"PPL 38006",NULL,NULL,NULL,NULL,NULL,NULL,NULL,Wildcat,Offshore,2451,NULL,88,57,0,NULL,NULL,NULL,NULL,25,NULL,76,256198030,NULL,NULL,NULL,"1975-02-18 12:00:00.000000",NULL
180,"New Zealand","New Zealand","Waihi 1","PPL 38453",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Wildcat,Offshore,3716,NULL,0,45,0,NULL,NULL,NULL,NULL,21,NULL,84,256198030,NULL,NULL,NULL,"1992-12-29 12:00:00.000000",NULL
181,"New Zealand","New Zealand","Wainui 1","WEST N.P.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Wildcat,Offshore,5599,NULL,0,153.7,0,NULL,NULL,NULL,NULL,64,NULL,76,256198030,110,NULL,NULL,"1981-08-25 12:00:00.000000",NULL
182,"New Zealand","New Zealand","Witiora 1",TARANAKI,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Wildcat,Offshore,4229,NULL,0,128.5,0,NULL,NULL,NULL,NULL,NULL,NULL,80,256198030,NULL,NULL,NULL,"1984-02-17 12:00:00.000000",NULL
183,"New Zealand","New Zealand","Tangaroa 1","Taranaki Offshore","PEP 38457",Offshore,-38.1797277827448,173.871833341281,5769547,225982,NULL,NULL,Exploration,Offshore,4154,NULL,11.3,138.7,0,NULL,NULL,International,NULL,64,NULL,76,256198030,110,NULL,NULL,"1980-12-29 12:00:00.000000",101
184,Brunei,Brunei,"Juragan 2",NULL,"Block A PMA",Offshore,5.15915472818269,114.157636117072,571125.297,850127.434,571125.297,850127.434,Delineation,Offshore,3510,NULL,22,98,0,NULL,NULL,WGS-84,NULL,6,NULL,29,-46540575,NULL,NULL,NULL,"1992-08-30 12:00:00.000000",103
185,Brunei,Brunei,"Juragan 1",NULL,"Block A PMA",Offshore,5.14240111806499,114.152334450405,569267.674,849548.152,569267.674,849548.152,Exploration,Offshore,3204,NULL,25,98,0,NULL,NULL,WGS-84,NULL,17,NULL,29,-46540575,122,NULL,NULL,"1988-09-09 12:00:00.000000",117
186,Brunei,Brunei,BCS-1,NULL,"Block A PMA",Offshore,5.39083776983049,114.450977488079,596951,882549,NULL,NULL,Appraisal,Offshore,3035,NULL,20,89,0,NULL,NULL,WGS-84,NULL,65,NULL,36,-46540575,114,NULL,NULL,"1995-08-13 12:00:00.000000",88
187,Brunei,Brunei,"Juragan 2A/2B",NULL,"Block A PMA",Offshore,5.15915556151602,114.157636117072,571125.39,850127.433,571125.39,850127.433,Appraisal,Offshore,4030,NULL,20,98,1,NULL,NULL,WGS-84,NULL,65,NULL,36,-46540575,112,NULL,NULL,"1996-09-14 12:00:00.000000",NULL
188,Brunei,Brunei,"Maharaja Lela 1",Offshore,B,Offshore,5.41013667262713,114.676917797646,599235,907615,NULL,NULL,Exploration,Offshore,4847,NULL,20,63,0,NULL,NULL,WGS-84,NULL,17,NULL,29,-46540575,122,NULL,NULL,"1989-10-04 12:00:00.000000",136
190,Malaysia,Malaysia,"Kinabalu East 1",Offshore,Sabah,Sabah,5.42350554562145,114.707477765857,600736,910999,NULL,NULL,Appraisal,Offshore,4425,NULL,27.7,53.3,0,NULL,NULL,WGS-84,NULL,54,NULL,73,-46540575,85,NULL,NULL,"1990-07-15 12:00:00.000000",113
191,Malaysia,Malaysia,"Kinabalu 1",Offshore,Sabah,Sabah,5.42476943451034,114.707724988079,600876.589,911025.131,600876.589,911025.131,Exploration,Offshore,4537,NULL,30.5,53.3,0,NULL,NULL,WGS-84,NULL,31,NULL,73,-46540575,60,NULL,NULL,"1988-11-20 12:00:00.000000",104
192,Malaysia,Malaysia,"Kinabalu 2",Offshore,Sabah,Sabah,5.42540276784367,114.707997210301,600946.928,911054.92,600946.928,911054.92,Appraisal,Offshore,5051,NULL,26.2,52.4,0,NULL,NULL,WGS-84,NULL,54,NULL,73,-46540575,85,NULL,NULL,"1990-01-23 12:00:00.000000",171
193,Brunei,Brunei,"Maharaja Lela 2",Offshore,B,Offshore,5.39144999205271,114.666569420603,597158,906479,NULL,NULL,Appraisal,Offshore,4458,NULL,22,61,0,NULL,NULL,WGS-84,NULL,6,NULL,29,-46540575,NULL,NULL,NULL,"1992-05-26 12:00:00.000000",95
194,Brunei,Brunei,"Maharaja Lela 3",Offshore,B,Offshore,5.37817223016951,114.656302753936,595681,905348,NULL,NULL,Appraisal,Offshore,3950,NULL,19.6,63.4,0,NULL,NULL,WGS-84,NULL,65,NULL,29,-46540575,112,NULL,NULL,"1996-05-10 12:00:00.000000",128
195,Brunei,Brunei,"Jamalulalam 1",Offshore,B,Offshore,5.40466389484935,114.689108337307,598637,908972,NULL,NULL,Exploration,Offshore,4623,NULL,27,56,0,NULL,NULL,WGS-84,NULL,65,NULL,29,-46540575,116,NULL,NULL,"1990-09-25 12:00:00.000000",198
